home,away,homePoints,awayPoints,homeBlocks,homeDefensiveRebounds,homeSteals,homeTurnoverPoints,homeDisqualifications,homeFlagrantFouls,homeFouls,homeEjections,homeTechnicalFouls,homeRebounds,homeAssistTurnoverRatio,homeStealFoulRatio,homeBlockFoulRatio,homeTeamAssistTurnoverRatio,homeStealTurnoverRatio,homeGamesPlayed,homeGamesStarted,homeDoubleDouble,homeTripleDouble,homeAssists,homeFieldGoals,homeFieldGoalsAttempted,homeFieldGoalsMade,homeFieldGoalPct,homeFreeThrows,homeFreeThrowPct,homeFreeThrowsAttempted,homeFreeThrowsMade,homeOffensiveRebounds,homeTurnovers,homeThreePointFieldGoalsAttempted,homeThreePointFieldGoalsMade,homeTeamTurnovers,homePointsInPaint,homeFastBreakPoints,homeOffensiveReboundPct,homeEstimatedPossessions,homePointsPerEstimatedPossessions,homeThreePointFieldGoalPct,homeTwoPointFieldGoalsMade,homeTwoPointFieldGoalsAttempted,homeTwoPointFieldGoalPct,homeShootingEfficiency,homeScoringEfficiency,homeLargestLead,awayBlocks,awayDefensiveRebounds,awaySteals,awayTurnoverPoints,awayDisqualifications,awayFlagrantFouls,awayFouls,awayEjections,awayTechnicalFouls,awayRebounds,awayAssistTurnoverRatio,awayStealFoulRatio,awayBlockFoulRatio,awayTeamAssistTurnoverRatio,awayStealTurnoverRatio,awayGamesPlayed,awayGamesStarted,awayDoubleDouble,awayTripleDouble,awayAssists,awayFieldGoals,awayFieldGoalsAttempted,awayFieldGoalsMade,awayFieldGoalPct,awayFreeThrows,awayFreeThrowPct,awayFreeThrowsAttempted,awayFreeThrowsMade,awayOffensiveRebounds,awayTurnovers,awayThreePointFieldGoalsAttempted,awayThreePointFieldGoalsMade,awayTeamTurnovers,awayPointsInPaint,awayFastBreakPoints,awayOffensiveReboundPct,awayEstimatedPossessions,awayPointsPerEstimatedPossessions,awayThreePointFieldGoalPct,awayTwoPointFieldGoalsMade,awayTwoPointFieldGoalsAttempted,awayTwoPointFieldGoalPct,awayShootingEfficiency,awayScoringEfficiency,awayLargestLead
43,2329,82,72,3,22,7,25,0,0,15,0,0,34,1.2727273,0.46666667,0.2,0,0.6363636,1,0,0,0,14,0.430769,65,28,43.07692348957062,0.772727,77.27272510528564,22,17,12,11,21,9,0,34,17,0.3243243,72.8,1.1263735,42.85714328289032,19,44,43.18181872367859,0.5,1.2615385,11,3,28,6,11,0,0,21,0,0,39,0.8125,0.2857143,0.14285715,13,0.375,1,0,0,0,13,0.491525,59,29,49.152541160583496,0.642857,64.28571343421936,14,9,11,16,21,5,1,42,9,0.36666667,70.6,1.0198301,23.80952388048172,24,38,63.15789222717285,0.5338983,1.220339,10
314,43,91,77,6,25,6,18,0,0,16,0,0,36,1.6666666,0.375,0.375,20,0.5,1,0,0,0,20,0.516129,62,32,51.61290168762207,0.73913,73.9130437374115,23,17,11,12,22,10,1,36,7,0.36666667,73.2,1.2431694,45.45454680919647,22,40,55.000001192092896,0.5967742,1.467742,21,3,23,8,17,1,0,23,0,0,33,1,0.3478261,0.13043478,7.5,0.53333336,1,0,0,0,15,0.419355,62,26,41.93548262119293,0.777778,77.77777910232544,18,14,10,15,29,11,2,28,7,0.2777778,76.2,1.0104988,37.931033968925476,15,33,45.45454680919647,0.5080645,1.2419355,6
43,399,71,52,5,28,8,0,0,0,14,0,0,40,1.0714285,0.5714286,0.35714287,15,0.5714286,1,0,0,0,15,0.389831,59,23,38.98304998874664,0.789474,78.94737124443054,19,15,12,14,29,10,1,0,0,0.33333334,69.6,1.020115,34.48275923728943,13,30,43.33333373069763,0.47457626,1.2033899,0,2,27,10,0,0,0,23,0,0,33,0.47368422,0.4347826,0.08695652,0,0.5263158,1,0,0,0,9,0.372549,51,19,37.254902720451355,0.727273,72.72727489471436,11,8,6,19,17,6,0,0,0,0.1875,68.4,0.7602339,35.29411852359772,13,34,38.235294818878174,0.43137255,1.0196079,0
43,2405,60,69,2,23,5,10,1,0,27,0,0,27,0.625,0.18518518,0.074074075,0,0.3125,1,0,0,0,10,0.403846,52,21,40.38461446762085,0.769231,76.92307829856873,13,10,4,16,31,8,0,20,2,0.12903225,69.2,0.8670521,25.806450843811035,13,21,61.90476417541504,0.48076922,1.1538461,0,2,29,6,16,1,0,19,0,0,43,0.85714287,0.31578946,0.10526316,12,0.42857143,1,0,0,0,12,0.339623,53,18,33.96226465702057,0.878788,87.87878751754761,33,29,14,14,17,4,1,22,16,0.4,67.2,1.0267857,23.52941185235977,14,36,38.88888955116272,0.3773585,1.3018868,18
2608,43,87,60,3,23,15,23,0,0,14,0,0,38,1.0714285,1.0714285,0.21428572,0,1.0714285,1,0,0,0,15,0.5,64,32,50,0.809524,80.95238208770752,21,17,15,14,21,6,0,0,0,0.46875,71.4,1.2184874,28.57142984867096,26,43,60.4651153087616,0.546875,1.359375,30,5,19,9,11,0,0,18,0,0,22,0.47826087,0.5,0.2777778,0,0.39130434,1,0,0,0,11,0.469388,49,23,46.93877696990967,0.777778,77.77777910232544,9,7,3,23,20,7,0,0,0,0.115384616,72.6,0.8264463,34.99999940395355,16,29,55.17241358757019,0.5408163,1.2244898,0
43,172,96,69,1,30,5,28,1,0,29,0,0,41,1.1764706,0.1724138,0.03448276,0,0.29411766,1,0,0,0,20,0.542373,59,32,54.23728823661804,0.818182,81.81818127632141,33,27,11,17,14,5,0,44,12,0.4074074,78.2,1.2276216,35.71428656578064,27,45,60.00000238418579,0.58474576,1.6271186,27,2,19,13,16,0,0,27,0,0,25,0.65,0.4814815,0.074074075,0,0.65,1,0,0,0,13,0.425532,47,20,42.553192377090454,0.605263,60.52631735801697,38,23,6,20,26,6,0,26,22,0.22222222,76.2,0.90551186,23.076923191547394,14,21,66.66666865348816,0.4893617,1.468085,0
225,43,63,66,7,29,5,5,1,0,21,0,0,38,0.8181818,0.23809524,0.33333334,0,0.45454547,1,0,0,0,9,0.363636,55,20,36.36363744735718,0.791667,79.16666865348816,24,19,9,11,17,4,0,32,20,0.25714287,66.6,0.945946,23.52941185235977,16,38,42.105263471603394,0.4,1.1454545,2,2,28,5,8,0,0,19,0,0,37,0.45454547,0.2631579,0.10526316,0,0.45454547,1,0,0,0,5,0.403846,52,21,40.38461446762085,0.586207,58.62069129943848,29,17,9,11,18,7,0,24,9,0.29032257,65.6,1.0060976,38.88888955116272,14,34,41.17647111415863,0.47115386,1.2692307,14
219,43,76,68,2,31,4,9,0,0,19,0,0,41,1.5,0.21052632,0.10526316,0,0.6666667,1,0,0,0,9,0.415385,65,27,41.53846204280853,0.85,85.00000238418579,20,17,10,6,26,5,0,42,3,0.2631579,69,1.1014493,19.23076957464218,22,39,56.41025900840759,0.45384616,1.1692308,13,4,29,3,7,0,0,19,0,0,39,0.5555556,0.15789473,0.21052632,0,0.33333334,1,0,0,0,5,0.389831,59,23,38.98304998874664,0.678571,67.85714030265808,28,19,10,9,19,3,0,38,9,0.2777778,69.2,0.982659,15.789473056793213,20,40,50,0.41525424,1.1525424,3
43,171,83,72,4,32,8,17,0,0,14,0,0,40,1.4,0.5714286,0.2857143,0,0.8,1,0,0,0,14,0.483871,62,30,48.38709533214569,0.882353,88.23529481887817,17,15,8,10,17,8,0,32,21,0.25,70.8,1.1723163,47.05882370471954,22,45,48.88888895511627,0.5483871,1.3387097,21,2,26,8,13,0,0,13,0,0,38,1.0833334,0.61538464,0.15384616,0,0.6666667,1,0,0,0,13,0.432836,67,29,43.28358173370361,0.538462,53.84615659713745,13,7,12,12,18,7,0,38,10,0.31578946,72.2,0.99722993,38.88888955116272,22,49,44.897958636283875,0.48507464,1.0746269,0
163,43,74,80,4,22,9,14,1,0,20,0,0,35,0.9230769,0.45,0.2,0,0.6923077,1,0,0,0,12,0.421875,64,27,42.1875,0.444444,44.44444477558136,18,8,13,13,33,12,0,28,17,0.35135135,71.2,1.0393258,36.36363744735718,15,31,48.38709533214569,0.515625,1.15625,2,4,30,7,16,0,0,20,0,0,37,0.6,0.35,0.2,0,0.46666667,1,0,0,0,9,0.518519,54,28,51.851850748062134,0.782609,78.2608687877655,23,18,7,15,13,6,0,32,16,0.26923078,71.2,1.1235956,46.15384638309479,22,41,53.658539056777954,0.5740741,1.4814814,17
43,159,72,69,2,24,7,11,0,0,18,0,0,33,0.5882353,0.3888889,0.11111111,0,0.4117647,1,0,0,0,10,0.48,50,24,47.999998927116394,0.869565,86.95651888847351,23,20,9,17,12,4,0,34,11,0.34615386,67.2,1.0714287,33.33333432674408,20,38,52.63158082962036,0.52,1.44,12,2,19,8,17,1,0,20,0,0,27,0.72727275,0.4,0.1,8,0.72727275,1,0,0,0,8,0.396226,53,21,39.62264060974121,0.8,80.0000011920929,25,20,8,11,24,7,1,26,8,0.25,67,1.0298507,29.16666567325592,14,29,48.27586114406586,0.46226415,1.3018868,5
43,108,58,55,5,31,8,13,0,0,16,0,0,37,0.7058824,0.5,0.3125,0,0.47058824,1,0,0,0,12,0.44,50,22,43.99999976158142,0.75,75,16,12,6,17,12,2,0,0,0,0.21428572,67.4,0.86053413,16.66666716337204,20,38,52.63158082962036,0.46,1.16,13,2,24,7,12,0,0,13,0,0,29,0.41666666,0.53846157,0.15384616,0,0.5833333,1,0,0,0,5,0.346154,52,18,34.61538553237915,0.714286,71.42857313156128,21,15,5,12,20,4,0,20,13,0.14705883,67.4,0.8160237,20.000000298023224,14,32,43.75,0.3846154,1.0576923,3
2344,44,82,42,6,26,8,20,0,0,8,0,0,36,2.125,1,0.75,0,1,1,0,0,0,17,0.539683,63,34,53.96825671195984,0.666667,66.66666865348816,3,2,10,8,22,12,0,30,12,0.3448276,62.2,1.3183279,54.54545617103577,22,41,53.658539056777954,0.63492066,1.3015873,48,5,19,4,6,0,0,10,0,0,29,0.7058824,0.4,0.5,12,0.23529412,1,0,0,0,12,0.351852,54,19,35.18518507480621,0.333333,33.33333432674408,3,1,10,17,23,3,1,28,0,0.2857143,63.2,0.664557,13.04347813129425,16,31,51.61290168762207,0.37962964,0.7777778,0
44,2368,77,73,4,29,5,14,0,0,12,0,0,36,1.2142857,0.41666666,0.33333334,0,0.35714287,1,0,0,0,17,0.457627,59,27,45.76271176338196,0.692308,69.2307710647583,26,18,7,14,19,5,0,36,2,0.21875,76.4,1.0078534,26.31579041481018,22,40,55.000001192092896,0.5,1.3050847,9,3,26,6,14,2,0,20,0,0,36,0.33333334,0.3,0.15,0,0.4,1,0,0,0,5,0.455882,68,31,45.588234066963196,0.583333,58.33333134651184,12,7,10,15,19,4,0,48,5,0.27027026,77.8,0.9383033,21.052631735801697,27,49,55.10203838348389,0.4852941,1.0735294,8
2729,44,62,74,4,32,9,0,1,0,21,0,0,39,0.75,0.42857143,0.1904762,0,0.5625,1,0,0,0,12,0.384615,52,20,38.46153914928436,0.6,60.00000238418579,30,18,7,16,23,4,0,0,0,0.21875,73,0.84931505,17.391304671764374,16,29,55.17241358757019,0.42307693,1.1923077,0,5,33,8,0,1,0,22,0,0,39,1.0833334,0.36363637,0.22727273,0,0.6666667,1,0,0,0,13,0.466667,60,28,46.666666865348816,0.6,60.00000238418579,20,12,6,12,17,6,0,0,0,0.1875,74,1,35.29411852359772,22,43,51.16279125213623,0.51666665,1.2333333,0
46,44,79,57,5,35,11,19,1,0,17,0,0,50,1.2307693,0.64705884,0.29411766,0,0.84615386,1,0,0,0,16,0.444444,63,28,44.44444477558136,0.615385,61.538463830947876,26,16,15,13,24,7,0,40,10,0.42857143,71.4,1.1064426,29.16666567325592,21,39,53.84615659713745,0.5,1.2539682,26,2,24,8,9,0,0,22,0,0,31,0.53333336,0.36363637,0.09090909,8,0.53333336,1,0,0,0,8,0.344262,61,21,34.42623019218445,0.6875,68.75,16,11,7,15,19,4,1,28,2,0.175,76.4,0.7460733,21.052631735801697,17,42,40.47619104385376,0.37704918,0.93442625,5
2378,44,98,67,4,27,5,0,0,0,9,0,0,32,1.5384616,0.5555556,0.44444445,0,0.3846154,1,0,0,0,20,0.654545,55,36,65.45454263687134,0.833333,83.33333134651184,12,10,5,13,23,16,0,0,0,0.2631579,67.8,1.4454277,69.5652186870575,20,32,62.5,0.8,1.7818182,0,1,15,11,0,0,0,12,0,0,23,1.1818181,0.9166667,0.083333336,0,1,1,0,0,0,13,0.451613,62,28,45.16128897666931,0.833333,83.33333134651184,6,5,8,11,22,6,0,0,0,0.23529412,67.4,0.9940653,27.272728085517883,22,40,55.000001192092896,0.5,1.0806452,0
44,2717,79,80,8,24,6,3,1,0,20,0,0,33,1.2222222,0.3,0.4,0,0.6666667,1,0,0,0,11,0.461538,65,30,46.15384638309479,0.692308,69.2307710647583,13,9,9,9,22,10,0,32,0,0.25714287,70.2,1.1253562,45.45454680919647,20,43,46.51162922382355,0.53846157,1.2153846,5,0,28,5,8,0,0,14,0,0,40,1.3333334,0.35714287,0,0,0.41666666,1,0,0,0,16,0.526316,57,30,52.63158082962036,0.388889,38.88888955116272,18,7,12,12,28,13,0,34,0,0.44444445,64.2,1.246106,46.42857015132904,17,29,58.62069129943848,0.6403509,1.4035088,11
2619,44,80,57,4,32,9,16,0,0,6,0,0,41,1.8571428,1.5,0.6666667,0,1.2857143,1,0,0,0,13,0.459016,61,28,45.90163826942444,0.736842,73.68420958518982,19,14,9,7,27,10,0,20,12,0.27272728,66.6,1.2012012,37.03703582286835,18,34,52.941179275512695,0.5409836,1.3114754,27,5,26,4,4,0,0,14,0,0,38,1.2,0.2857143,0.35714287,0,0.4,1,0,0,0,12,0.358209,67,24,35.8208954334259,0.666667,66.66666865348816,6,4,12,10,19,5,0,30,4,0.27906978,67.4,0.8456973,26.31579041481018,19,48,39.58333432674408,0.3955224,0.8507463,2
2184,44,88,79,2,23,8,23,0,0,7,0,0,26,1.3333334,1.1428572,0.2857143,0,0.8888889,1,0,0,0,12,0.58,50,29,57.999998331069946,0.787879,78.78788113594055,33,26,3,9,10,4,0,0,0,0.14285715,69.2,1.2716763,40.00000059604645,25,40,62.5,0.62,1.76,12,1,20,5,8,2,0,23,0,0,26,1.2142857,0.2173913,0.04347826,0,0.35714287,1,0,0,0,17,0.55,60,33,55.000001192092896,0.571429,57.14285969734192,7,4,6,14,18,9,0,0,0,0.22222222,70.8,1.1158192,50,24,42,57.14285969734192,0.625,1.3166667,8
47,44,90,56,1,24,9,21,0,0,15,0,0,38,1.3333334,0.6,0.06666667,0,0.6,1,0,0,0,20,0.550725,69,38,55.07246255874634,0.8,80.0000011920929,10,8,14,15,16,6,0,0,0,0.4516129,74,1.2162162,37.5,32,53,60.37735939025879,0.5942029,1.3043479,34,0,16,10,16,0,0,14,0,0,26,0.6315789,0.71428573,0,0,0.5263158,1,0,0,0,12,0.403509,57,23,40.35087823867798,0.636364,63.63636255264282,11,7,10,19,16,3,0,0,0,0.29411766,70.4,0.7954545,18.75,20,41,48.78048896789551,0.42982456,0.98245615,0
44,2598,83,73,4,19,7,19,0,0,14,0,0,30,1.7272727,0.5,0.2857143,0,0.6363636,1,0,0,0,19,0.542373,59,32,54.23728823661804,0.642857,64.28571343421936,14,9,11,11,15,10,0,0,0,0.4074074,64.6,1.2848297,66.66666865348816,22,44,50,0.62711865,1.4067796,10,3,20,6,14,0,0,16,0,0,26,1.1666666,0.375,0.1875,0,0.5,1,0,0,0,14,0.566038,53,30,56.603771448135376,0.714286,71.42857313156128,14,10,6,12,9,3,0,0,0,0.26086956,64.6,1.130031,33.33333432674408,27,44,61.36363744735718,0.5943396,1.3773584,2
116,44,66,72,5,24,6,13,1,0,16,0,0,35,0.9166667,0.375,0.3125,0,0.5,1,0,0,0,11,0.396825,63,25,39.68254029750824,0.764706,76.47058963775635,17,13,11,12,14,3,0,34,2,0.28947368,70.8,0.93220335,21.42857164144516,22,49,44.897958636283875,0.42063493,1.0476191,10,1,30,8,9,1,0,18,0,0,36,1.1538461,0.44444445,0.055555556,7.5,0.61538464,1,0,0,0,15,0.465517,58,27,46.55172526836395,0.928571,92.85714030265808,14,13,6,13,12,5,2,32,11,0.19354838,72.6,0.9917356,41.66666567325592,22,46,47.826087474823,0.5086207,1.2413793,6
2244,44,67,44,5,21,7,31,0,0,14,0,0,29,2.4285715,0.5,0.35714287,0,1,1,0,0,0,17,0.454545,55,25,45.45454680919647,0.777778,77.77777910232544,9,7,8,7,28,10,0,30,7,0.26666668,57.6,1.1631944,35.71428656578064,15,27,55.55555820465088,0.54545456,1.2181818,23,3,23,2,8,0,0,12,0,0,30,0.23529412,0.16666667,0.25,2,0.11764706,1,0,0,0,4,0.380952,42,16,38.0952388048172,0.75,75,12,9,7,17,16,3,2,22,3,0.26923078,58.8,0.7482993,18.75,13,26,50,0.41666666,1.0476191,0
44,2329,61,63,3,23,5,14,0,0,9,0,0,29,1,0.5555556,0.33333334,5.5,0.45454547,1,0,0,0,11,0.5,52,26,50,0.4,40.00000059604645,15,6,6,11,8,3,2,0,0,0.23076923,65,0.93846154,37.5,23,44,52.272725105285645,0.52884614,1.1730769,19,3,24,5,12,0,0,13,0,0,32,1.1666666,0.3846154,0.23076923,0,0.41666666,1,0,0,0,14,0.454545,55,25,45.45454680919647,0.8,80.0000011920929,10,8,8,12,21,5,0,0,0,0.26666668,63,1,23.80952388048172,20,34,58.82353186607361,0.5,1.1454545,7
44,104,53,79,4,23,3,6,0,0,16,0,0,29,1,0.1875,0.25,6.5,0.23076923,1,0,0,0,13,0.388889,54,21,38.88888955116272,0.727273,72.72727489471436,11,8,6,13,10,3,2,0,0,0.18181819,67.4,0.78635013,30.000001192092896,18,44,40.909090638160706,0.41666666,0.9814815,0,5,30,4,18,0,0,11,0,0,44,2.5,0.36363637,0.45454547,15,0.6666667,1,0,0,0,15,0.460317,63,29,46.0317462682724,0.681818,68.18181872367859,22,15,14,6,17,6,1,0,0,0.4117647,64.8,1.2191358,35.29411852359772,23,46,50,0.50793654,1.2539682,28
44,2083,63,55,3,23,7,11,0,0,10,0,0,34,1.0833334,0.7,0.3,13,0.5833333,1,0,0,0,13,0.458333,48,22,45.83333432674408,0.8,80.0000011920929,20,16,11,12,14,3,1,0,0,0.42307693,58,1.0862069,21.42857164144516,19,34,55.88235259056091,0.48958334,1.3125,14,1,17,4,7,0,0,18,0,0,22,1,0.22222222,0.055555556,12,0.33333334,1,0,0,0,12,0.425532,47,20,42.553192377090454,0.7,69.9999988079071,10,7,5,12,20,8,1,0,0,0.18518518,59,0.9322034,40.00000059604645,12,27,44.44444477558136,0.5106383,1.1702127,6
2352,44,78,73,2,12,7,11,0,0,12,0,0,19,2.875,0.5833333,0.16666667,0,0.875,1,0,0,0,23,0.632653,49,31,63.26530575752258,0.777778,77.77777910232544,9,7,7,8,19,9,0,32,2,0.3888889,53.6,1.4552239,47.36842215061188,22,30,73.33333492279053,0.7244898,1.5918367,7,0,12,2,11,0,0,13,0,0,19,1.0909091,0.15384616,0,12,0.18181819,1,0,0,0,12,0.630435,46,29,63.04348111152649,0.545455,54.54545617103577,11,6,7,11,17,9,1,36,4,0.4117647,55.4,1.3176895,52.941179275512695,20,29,68.96551847457886,0.7282609,1.5869565,4
349,44,76,66,2,26,6,15,0,0,13,0,0,32,0.85714287,0.46153846,0.15384616,12,0.42857143,1,0,0,0,12,0.588235,51,30,58.82353186607361,0.541667,54.16666865348816,24,13,6,14,9,3,1,46,17,0.2857143,69.6,1.091954,33.33333432674408,27,42,64.28571343421936,0.61764705,1.4901961,15,1,21,9,10,0,0,21,0,0,25,0.88235295,0.42857143,0.04761905,7.5,0.5294118,1,0,0,0,15,0.5,54,27,50,0.5,50,8,4,4,17,20,8,2,36,7,0.14814815,72.2,0.91412747,40.00000059604645,19,34,55.88235259056091,0.5740741,1.2222222,9
44,322,56,69,2,27,4,5,0,0,13,0,0,38,0.5,0.30769232,0.15384616,9,0.22222222,1,0,0,0,9,0.446809,47,21,44.68085169792175,0.5625,56.25,16,9,11,18,14,5,1,0,0,0.42307693,61.4,0.9120521,35.71428656578064,16,33,48.48484992980957,0.5,1.1914893,4,2,18,10,18,0,0,16,0,0,28,4,0.625,0.125,0,2.5,1,0,0,0,16,0.440678,59,26,44.06779706478119,0.666667,66.66666865348816,15,10,10,4,25,7,0,0,0,0.3030303,59,1.1694915,28.00000011920929,19,34,55.88235259056091,0.5,1.1694915,15
2426,44,47,45,1,23,7,12,0,0,18,0,0,38,0.73333335,0.3888889,0.055555556,0,0.46666667,1,0,0,0,11,0.327273,55,18,32.72727131843567,0.714286,71.42857313156128,14,10,15,15,18,1,0,0,0,0.4054054,60.6,0.7755776,5.55555559694767,17,37,45.945945382118225,0.33636364,0.8545455,12,4,25,9,12,0,0,14,0,0,27,0.44444445,0.64285713,0.2857143,8,0.5,1,0,0,0,8,0.384615,39,15,38.46153914928436,0.866667,86.66666746139526,15,13,2,18,10,2,1,0,0,0.083333336,62,0.7258065,20.000000298023224,13,29,44.82758641242981,0.41025642,1.1538461,0
44,107,67,49,6,24,5,15,0,0,13,0,0,32,1.2727273,0.3846154,0.46153846,14,0.45454547,1,0,0,0,14,0.509804,51,26,50.98039507865906,0.75,75,16,12,8,11,9,3,1,0,0,0.32,61.4,1.0912052,33.33333432674408,23,42,54.76190447807312,0.5392157,1.3137255,18,3,20,6,10,0,0,17,0,0,36,0.23076923,0.3529412,0.1764706,0,0.46153846,1,0,0,0,3,0.344828,58,20,34.48275923728943,0.636364,63.63636255264282,11,7,16,13,14,2,0,0,0,0.42105263,59.4,0.8249158,14.28571492433548,18,44,40.909090638160706,0.36206895,0.8448276,4
322,44,71,62,4,27,6,16,0,0,17,0,0,39,1.3846154,0.3529412,0.23529412,6,0.46153846,1,0,0,0,18,0.462963,54,25,46.296295523643494,0.65,64.99999761581421,20,13,12,13,19,8,3,0,0,0.41379312,66,1.0757576,42.105263471603394,17,35,48.571428656578064,0.537037,1.3148148,20,3,19,5,10,0,0,16,0,0,28,1.3333334,0.3125,0.1875,0,0.5555556,1,0,0,0,12,0.4,55,22,40.00000059604645,0.736842,73.68420958518982,19,14,9,9,15,4,0,0,0,0.27272728,62.6,0.99041533,26.66666805744171,18,40,44.999998807907104,0.43636364,1.1272727,4
2239,45,74,59,2,25,5,16,0,0,12,0,0,40,0.54545456,0.41666666,0.16666667,6,0.45454547,1,0,0,0,6,0.433333,60,26,43.33333373069763,0.9,89.99999761581421,20,18,15,11,11,4,1,34,11,0.44117647,65,1.1384616,36.36363744735718,22,49,44.897958636283875,0.46666667,1.2333333,23,4,17,6,10,0,0,21,0,0,28,0.78571427,0.2857143,0.1904762,11,0.42857143,1,0,0,0,11,0.372881,59,22,37.288135290145874,0.666667,66.66666865348816,12,8,11,14,25,7,1,28,18,0.2972973,67.8,0.8702065,28.00000011920929,15,34,44.11764740943909,0.43220338,1,5
45,2598,75,72,9,28,8,15,0,0,24,0,0,41,0.93333334,0.33333334,0.375,0,0.53333336,1,0,0,0,14,0.387097,62,24,38.70967626571655,0.692308,69.2307710647583,26,18,13,15,24,9,0,26,22,0.34210527,74.4,1.0080645,37.5,15,38,39.47368562221527,0.45967743,1.2096775,15,2,29,7,15,1,0,20,0,0,44,0.53333336,0.35,0.1,0,0.46666667,1,0,0,0,8,0.377049,61,23,37.704917788505554,0.757576,75.75757503509521,33,25,15,15,9,1,0,34,16,0.39473686,74.2,0.97035044,11.11111119389534,22,52,42.307692766189575,0.3852459,1.1803279,0
45,2349,56,67,3,33,6,9,0,0,19,0,0,43,0.31578946,0.31578946,0.15789473,0,0.31578946,1,0,0,0,6,0.327273,55,18,32.72727131843567,0.681818,68.18181872367859,22,15,10,19,13,5,0,20,11,0.27027026,72.8,0.7692307,38.46153914928436,13,42,30.95238208770752,0.37272727,1.0181818,9,4,29,10,21,0,0,17,0,0,36,1.7,0.5882353,0.23529412,0,1,1,0,0,0,17,0.435484,62,27,43.54838728904724,0.526316,52.63158082962036,19,10,7,10,21,3,0,40,20,0.2,72.6,0.92286503,14.28571492433548,24,41,58.53658318519592,0.45967743,1.0806452,13
2309,45,77,69,3,20,6,18,0,0,14,0,0,28,1.5454545,0.42857143,0.21428572,17,0.54545456,1,0,0,0,17,0.518519,54,28,51.851850748062134,0.785714,78.57142686843872,14,11,8,11,23,10,1,28,15,0.30769232,63.6,1.2106918,43.478259444236755,18,31,58.06451439857483,0.6111111,1.425926,18,2,18,4,6,0,0,15,0,0,24,0.84615386,0.26666668,0.13333334,11,0.30769232,1,0,0,0,11,0.52,50,26,51.99999809265137,0.785714,78.57142686843872,14,11,6,13,20,6,1,28,5,0.25,63.6,1.0849057,30.000001192092896,20,30,66.66666865348816,0.58,1.38,8
45,2750,74,63,5,27,9,16,0,0,17,0,0,39,1.2,0.5294118,0.29411766,12,0.9,1,0,0,0,12,0.47541,61,29,47.54098355770111,0.526316,52.63158082962036,19,10,12,10,20,6,1,38,13,0.375,67.6,1.0946746,30.000001192092896,23,41,56.09756112098694,0.52459013,1.2131147,15,6,25,6,10,1,0,16,0,0,41,0.84615386,0.375,0.375,0,0.46153846,1,0,0,0,11,0.353846,65,23,35.38461625576019,0.777778,77.77777910232544,18,14,16,13,23,3,0,38,9,0.3809524,69.2,0.9104047,13.04347813129425,20,42,47.61904776096344,0.37692308,0.9692308,0
45,2623,54,72,1,26,5,8,0,0,19,0,0,32,0.71428573,0.2631579,0.05263158,0,0.35714287,1,0,0,0,10,0.37931,58,22,37.931033968925476,0.714286,71.42857313156128,7,5,6,14,21,5,0,0,0,0.16666667,68.8,0.7848837,23.80952388048172,17,37,45.945945382118225,0.4224138,0.9310345,2,4,29,6,15,0,0,9,0,0,39,1.0909091,0.6666667,0.44444445,0,0.54545456,1,0,0,0,12,0.42623,61,26,42.62295067310333,0.8,80.0000011920929,15,12,10,11,22,8,0,28,13,0.2857143,68,1.0588236,36.36363744735718,18,39,46.15384638309479,0.4918033,1.1803279,26
2429,45,86,79,4,25,6,25,0,0,11,0,0,38,1.0588236,0.54545456,0.36363637,18,0.3529412,1,0,0,0,18,0.508475,59,30,50.847458839416504,0.904762,90.47619104385376,21,19,13,17,20,7,1,44,8,0.44827586,72.4,1.1878452,34.99999940395355,23,39,58.974361419677734,0.5677966,1.4576272,15,9,18,10,21,1,0,19,0,0,29,1,0.5263158,0.47368422,15,0.6666667,1,0,0,0,15,0.469697,66,31,46.9696968793869,0.7,69.9999988079071,10,7,11,15,26,10,1,34,14,0.31428573,75,1.0533333,38.46153914928436,21,40,52.49999761581421,0.54545456,1.1969697,6
120,45,71,64,6,31,9,15,0,0,10,0,0,48,0.84615386,0.9,0.6,0,0.6923077,1,0,0,0,11,0.375,64,24,37.5,0.689655,68.96551847457886,29,20,17,13,20,3,0,0,0,0.425,71.6,0.9916201,15.000000596046448,21,44,47.72727191448212,0.3984375,1.109375,12,6,28,6,15,0,0,22,0,0,38,0.6923077,0.27272728,0.27272728,0,0.46153846,1,0,0,0,9,0.409091,66,27,40.909090638160706,0.75,75,8,6,10,13,17,4,0,0,0,0.25641027,72.2,0.8864266,23.52941185235977,23,49,46.93877696990967,0.43939394,0.969697,5
45,104,54,56,7,23,7,8,0,0,17,0,0,30,1.125,0.4117647,0.4117647,0,0.875,1,0,0,0,9,0.389831,59,23,38.98304998874664,0.666667,66.66666865348816,6,4,7,8,19,4,0,24,4,0.19444445,62.4,0.8653846,21.052631735801697,19,40,47.49999940395355,0.42372882,0.91525424,8,1,28,3,8,0,0,10,0,0,40,0.3846154,0.3,0.1,2.5,0.23076923,1,0,0,0,5,0.377358,53,20,37.73584961891174,0.764706,76.47058963775635,17,13,12,13,11,3,2,32,8,0.36363637,62.8,0.89171976,27.272728085517883,17,42,40.47619104385376,0.4056604,1.0566038,8
