homePoints,awayPoints,homeBlocks,homeDefensiveRebounds,homeSteals,homeTurnoverPoints,homeDisqualifications,homeFlagrantFouls,homeFouls,homeEjections,homeTechnicalFouls,homeRebounds,homeAssistTurnoverRatio,homeStealFoulRatio,homeBlockFoulRatio,homeTeamAssistTurnoverRatio,homeStealTurnoverRatio,homeGamesPlayed,homeGamesStarted,homeDoubleDouble,homeTripleDouble,homeAssists,homeFieldGoals,homeFieldGoalsAttempted,homeFieldGoalsMade,homeFieldGoalPct,homeFreeThrows,homeFreeThrowPct,homeFreeThrowsAttempted,homeFreeThrowsMade,homeOffensiveRebounds,homeTurnovers,homeThreePointFieldGoalsAttempted,homeThreePointFieldGoalsMade,homeTeamTurnovers,homePointsInPaint,homeFastBreakPoints,homeOffensiveReboundPct,homeEstimatedPossessions,homePointsPerEstimatedPossessions,homeThreePointFieldGoalPct,homeTwoPointFieldGoalsMade,homeTwoPointFieldGoalsAttempted,homeTwoPointFieldGoalPct,homeShootingEfficiency,homeScoringEfficiency,awayBlocks,awayDefensiveRebounds,awaySteals,awayTurnoverPoints,awayDisqualifications,awayFlagrantFouls,awayFouls,awayEjections,awayTechnicalFouls,awayRebounds,awayAssistTurnoverRatio,awayStealFoulRatio,awayBlockFoulRatio,awayTeamAssistTurnoverRatio,awayStealTurnoverRatio,awayGamesPlayed,awayGamesStarted,awayDoubleDouble,awayTripleDouble,awayAssists,awayFieldGoals,awayFieldGoalsAttempted,awayFieldGoalsMade,awayFieldGoalPct,awayFreeThrows,awayFreeThrowPct,awayFreeThrowsAttempted,awayFreeThrowsMade,awayOffensiveRebounds,awayTurnovers,awayThreePointFieldGoalsAttempted,awayThreePointFieldGoalsMade,awayTeamTurnovers,awayPointsInPaint,awayFastBreakPoints,awayOffensiveReboundPct,awayEstimatedPossessions,awayPointsPerEstimatedPossessions,awayThreePointFieldGoalPct,awayTwoPointFieldGoalsMade,awayTwoPointFieldGoalsAttempted,awayTwoPointFieldGoalPct,awayShootingEfficiency,awayScoringEfficiency
93,65,10,29,9,19,0,0,22,0,0,39,1.7,0.4090909,0.45454547,0,0.9,1,0,0,0,17,0.483333,60,29,48.33333194255829,0.78125,78.125,32,25,10,10,25,10,0,36,18,0.32258064,72.8,1.2774725,40.00000059604645,19,35,54.28571701049805,0.56666666,1.55,3,23,6,11,1,0,25,0,0,30,0.5,0.24,0.12,8,0.375,1,0,0,0,8,0.418182,55,23,41.81818068027496,0.583333,58.33333134651184,24,14,7,16,20,5,1,32,15,0.21875,74.6,0.8713137,25,18,35,51.428574323654175,0.46363637,1.1818181
109,115,1,23,13,0,1,0,24,0,0,35,1,0.5416667,0.041666668,14,0.9285714,1,0,0,0,14,0.432432,74,32,43.24324429035187,0.804878,80.48780560493469,41,33,12,14,30,12,1,0,0,0.2857143,93.4,1.1670235,40.00000059604645,20,44,45.45454680919647,0.5135135,1.472973,8,34,4,0,3,0,26,0,0,48,0.9583333,0.15384616,0.30769232,0,0.16666667,1,0,0,0,23,0.492754,69,34,49.275362491607666,0.842105,84.21052694320679,38,32,14,24,26,15,0,0,0,0.4,94.2,1.2208068,57.692307233810425,19,43,44.186046719551086,0.60144925,1.6666666
52,58,5,21,7,15,0,0,16,0,0,33,0.72727275,0.4375,0.3125,8,0.6363636,1,0,0,0,8,0.35,60,21,34.99999940395355,0.4,40.00000059604645,10,4,12,11,18,6,1,16,4,0.30769232,64,0.8125,33.33333432674408,15,42,35.71428656578064,0.4,0.8666667,7,27,6,6,0,0,15,0,0,44,0.85714287,0.4,0.46666667,3,0.42857143,1,0,0,0,12,0.344262,61,21,34.42623019218445,0.6875,68.75,16,11,17,14,26,5,4,28,19,0.425,68.4,0.8479532,19.23076957464218,16,35,45.71428596973419,0.3852459,0.9508197
77,54,8,27,12,19,0,0,12,0,0,36,2.1666667,1,0.6666667,0,2,1,0,0,0,13,0.463768,69,32,46.37681245803833,0.571429,57.14285969734192,7,4,9,6,31,9,0,0,0,0.24324325,68.8,1.119186,29.032257199287415,23,38,60.52631735801697,0.5289855,1.115942,3,28,6,6,0,0,9,0,0,39,0.3529412,0.6666667,0.33333334,0,0.3529412,1,0,0,0,6,0.372881,59,22,37.288135290145874,0.625,62.5,8,5,11,17,18,5,0,0,0,0.2972973,68.2,0.7917889,27.77777910232544,17,41,41.46341383457184,0.41525424,0.91525424
86,64,14,33,8,0,0,0,18,0,0,48,2.4285715,0.44444445,0.7777778,0,1.1428572,1,0,0,0,17,0.44,75,33,43.99999976158142,0.615385,61.538463830947876,13,8,15,7,34,12,0,0,0,0.35714287,72.2,1.1911358,35.29411852359772,21,41,51.21951103210449,0.52,1.1466666,1,30,5,0,0,0,15,0,0,43,0.9166667,0.33333334,0.06666667,0,0.41666666,1,0,0,0,11,0.323077,65,21,32.30769336223602,0.590909,59.090906381607056,22,13,13,12,25,9,0,0,0,0.29545453,72.8,0.8791208,36.000001430511475,12,40,30.000001192092896,0.3923077,0.9846154
53,62,2,21,4,18,0,0,17,0,0,26,0.6111111,0.23529412,0.11764706,0,0.22222222,1,0,0,0,11,0.446809,47,21,44.68085169792175,0.444444,44.44444477558136,9,4,5,18,23,7,0,26,0,0.1923077,63.6,0.8333334,30.434781312942505,14,24,58.33333134651184,0.5212766,1.1276596,8,23,12,22,0,0,18,0,0,36,0.9230769,0.6666667,0.44444445,12,0.9230769,1,0,0,0,12,0.436364,55,24,43.63636374473572,0.642857,64.28571343421936,14,9,13,13,18,5,1,26,11,0.41935483,61.6,1.0064936,27.77777910232544,19,37,51.35135054588318,0.48181817,1.1272727
89,68,5,27,11,0,0,0,20,0,0,38,3.2857144,0.55,0.25,0,1.5714285,1,0,0,0,23,0.507463,67,34,50.74626803398132,0.692308,69.2307710647583,13,9,11,7,30,12,0,0,0,0.33333334,68.2,1.3049854,40.00000059604645,22,37,59.45945978164673,0.5970149,1.3283582,1,23,5,0,0,0,10,0,0,28,0.8666667,0.5,0.1,6.5,0.33333334,1,0,0,0,13,0.416667,48,20,41.66666567325592,0.807692,80.7692289352417,26,21,5,15,19,7,2,0,0,0.17857143,70.4,0.96590906,36.84210479259491,13,29,44.82758641242981,0.48958334,1.4166666
85,68,8,28,10,19,0,0,21,0,0,40,1.0666667,0.47619048,0.3809524,16,0.6666667,1,0,0,0,16,0.453125,64,29,45.3125,0.772727,77.27272510528564,22,17,12,15,32,10,1,38,15,0.34285715,76.8,1.1067708,31.25,19,32,59.375,0.53125,1.328125,4,26,11,13,0,0,18,0,0,38,0.5,0.6111111,0.22222222,0,0.6111111,1,0,0,0,9,0.355932,59,21,35.593220591545105,0.758621,75.86206793785095,29,22,12,18,24,4,0,30,14,0.31578946,76.6,0.88772845,16.66666716337204,17,35,48.571428656578064,0.3898305,1.1525424
99,68,3,24,16,0,0,0,15,0,0,36,3.25,1.0666667,0.2,0,2,1,0,0,0,26,0.513158,76,39,51.31579041481018,0.636364,63.63636255264282,11,7,12,8,31,14,0,0,0,0.3243243,76.4,1.2958115,45.16128897666931,25,45,55.55555820465088,0.6052632,1.3026316,5,24,6,0,0,0,14,0,0,33,0.6,0.42857143,0.35714287,12,0.3,1,0,0,0,12,0.425926,54,23,42.592594027519226,0.882353,88.23529481887817,17,15,9,20,22,7,1,0,0,0.29032257,72.8,0.9340659,31.81818127632141,16,32,50,0.49074075,1.2592592
70,74,3,27,8,11,1,0,14,0,0,46,0.7058824,0.5714286,0.21428572,4,0.47058824,1,0,0,0,12,0.416667,60,25,41.66666567325592,0.666667,66.66666865348816,24,16,19,17,17,4,3,40,11,0.54285717,70.6,0.99150145,23.52941185235977,21,43,48.83720874786377,0.45,1.1666666,6,19,8,15,0,0,21,0,0,27,1.4545455,0.3809524,0.2857143,0,0.72727275,1,0,0,0,16,0.466667,60,28,46.666666865348816,0.6,60.00000238418579,15,9,8,11,23,9,0,32,7,0.25,69,1.0724638,39.13043439388275,19,37,51.35135054588318,0.5416667,1.2333333
70,44,11,34,7,0,0,0,15,0,0,50,1.3,0.46666667,0.73333335,0,0.7,1,0,0,0,13,0.362319,69,25,36.231884360313416,0.6875,68.75,16,11,16,10,25,9,0,0,0,0.36363637,69.4,1.0086455,36.000001430511475,16,44,36.36363744735718,0.42753622,1.0144928,6,30,7,0,1,0,17,0,0,40,0.3888889,0.4117647,0.3529412,1.75,0.3888889,1,0,0,0,7,0.295082,61,18,29.50819730758667,0.666667,66.66666865348816,3,2,10,18,25,6,4,0,0,0.23255815,74.2,0.59299195,23.999999463558197,12,36,33.33333432674408,0.3442623,0.72131145
71,58,11,34,6,7,0,0,18,0,0,48,0.9230769,0.33333334,0.6111111,0,0.46153846,1,0,0,0,12,0.421875,64,27,42.1875,0.75,75,12,9,14,13,25,8,0,0,0,0.3783784,67.8,1.0471976,31.999999284744263,19,39,48.71794879436493,0.484375,1.109375,1,24,10,17,1,0,13,0,0,33,0.6923077,0.7692308,0.07692308,0,0.7692308,1,0,0,0,9,0.339286,56,19,33.92857015132904,0.619048,61.90476417541504,21,13,9,13,18,7,0,0,0,0.24324325,68.4,0.8479532,38.88888955116272,12,38,31.578946113586426,0.4017857,1.0357143
77,81,7,31,6,0,1,0,18,0,0,42,1,0.33333334,0.3888889,0,0.5,1,0,0,0,12,0.348485,66,23,34.84848439693451,0.827586,82.75862336158752,29,24,11,12,31,7,0,0,0,0.25581396,78.6,0.97964376,22.580644488334656,16,35,45.71428596973419,0.40151516,1.1666666,11,34,9,0,1,0,24,0,0,44,0.84615386,0.375,0.45833334,11,0.6923077,1,0,0,0,11,0.447761,67,30,44.7761207818985,0.636364,63.63636255264282,22,14,10,13,26,7,1,0,0,0.27027026,79.8,1.0150375,26.923078298568726,23,41,56.09756112098694,0.5,1.2089552
85,73,9,30,9,0,1,0,21,0,0,39,0.9375,0.42857143,0.42857143,15,0.5625,1,0,0,0,15,0.535714,56,30,53.57142686843872,0.772727,77.27272510528564,22,17,9,16,18,8,1,0,0,0.34615386,72.8,1.1675824,44.44444477558136,22,38,57.894736528396606,0.60714287,1.5178572,5,20,12,0,0,0,18,0,0,31,1,0.6666667,0.2777778,0,1,1,0,0,0,12,0.413793,58,24,41.37931168079376,0.678571,67.85714030265808,28,19,11,12,22,6,0,0,0,0.32352942,70.2,1.0398861,27.272728085517883,18,36,50,0.46551725,1.2586207
70,55,14,32,10,0,0,0,20,0,0,43,0.52380955,0.5,0.7,0,0.47619048,1,0,0,0,11,0.433962,53,23,43.396225571632385,0.653846,65.38461446762085,26,17,11,21,23,7,0,0,0,0.36666667,73.4,0.9536784,30.434781312942505,16,30,53.33333611488342,0.5,1.3207548,2,22,9,0,2,0,21,0,0,37,0.23529412,0.42857143,0.0952381,0,0.5294118,1,0,0,0,4,0.285714,63,18,28.57142984867096,0.65,64.99999761581421,20,13,15,17,29,6,0,0,0,0.33333334,73,0.75342464,20.68965584039688,12,34,35.29411852359772,0.33333334,0.8730159
66,81,3,21,6,0,0,0,20,0,0,32,0.8,0.3,0.15,8,0.3,1,0,0,0,16,0.413793,58,24,41.37931168079376,0.615385,61.538463830947876,13,8,11,20,24,10,2,0,0,0.32352942,74.2,0.8894879,41.66666567325592,14,34,41.17647111415863,0.5,1.137931,7,25,9,0,0,0,15,0,0,34,0.875,0.6,0.46666667,0,0.5625,1,0,0,0,14,0.517857,56,29,51.78571343421936,0.73913,73.9130437374115,23,17,9,16,14,6,0,0,0,0.33333334,72.2,1.1218837,42.85714328289032,23,42,54.76190447807312,0.5714286,1.4464285
71,80,1,22,3,0,0,0,10,0,0,32,1,0.3,0.1,14,0.21428572,1,0,0,0,14,0.444444,54,24,44.44444477558136,1,100,15,15,10,14,22,8,1,0,0,0.33333334,65,1.0923077,36.36363744735718,16,32,50,0.5185185,1.3148148,9,20,10,0,0,0,15,0,0,27,3,0.6666667,0.6,0,1.6666666,1,0,0,0,18,0.5,58,29,50,0.875,87.5,16,14,7,6,25,8,0,0,0,0.2413793,63.4,1.2618296,31.999999284744263,21,33,63.63636255264282,0.5689655,1.3793104
80,71,5,21,2,0,0,0,12,0,0,27,1.25,0.16666667,0.41666666,7.5,0.16666667,1,0,0,0,15,0.568182,44,25,56.81818127632141,0.827586,82.75862336158752,29,24,6,12,16,6,2,0,0,0.31578946,63.6,1.2578616,37.5,19,28,67.85714030265808,0.6363636,1.8181819,6,16,8,0,1,0,20,0,0,26,1.3333334,0.4,0.3,4,0.8888889,1,0,0,0,12,0.5,58,29,50,0.8,80.0000011920929,10,8,10,9,12,5,3,0,0,0.3448276,64,1.109375,41.66666567325592,24,46,52.173912525177,0.54310346,1.2241379
83,60,10,25,11,0,0,0,18,0,0,41,2.5,0.6111111,0.5555556,0,1.375,1,0,0,0,20,0.458333,72,33,45.83333432674408,0.777778,77.77777910232544,9,7,16,8,36,10,0,0,0,0.41025642,67.6,1.2278106,27.77777910232544,23,36,63.88888955116272,0.5277778,1.1527778,2,23,4,0,0,0,12,0,0,31,0.6111111,0.33333334,0.16666667,11,0.22222222,1,0,0,0,11,0.42,50,21,41.999998688697815,0.722222,72.22222089767456,18,13,8,18,13,5,1,0,0,0.27586207,68.2,0.87976545,38.46153914928436,16,37,43.24324429035187,0.47,1.2
54,55,5,28,6,0,0,0,17,0,0,38,0.6923077,0.3529412,0.29411766,9,0.46153846,1,0,0,0,9,0.384615,52,20,38.46153914928436,0.75,75,12,9,10,13,17,5,1,0,0,0.3125,60.8,0.8881579,29.411765933036804,15,35,42.85714328289032,0.43269232,1.0384616,6,23,6,0,0,0,14,0,0,47,0.8,0.42857143,0.42857143,0,0.6,1,0,0,0,8,0.304348,69,21,30.434781312942505,0.636364,63.63636255264282,11,7,24,10,27,6,0,0,0,0.5,59.4,0.9259259,22.22222238779068,15,42,35.71428656578064,0.3478261,0.79710144
86,68,6,27,9,0,0,0,19,0,0,41,1.2,0.47368422,0.31578946,0,0.9,1,0,0,0,12,0.460317,63,29,46.0317462682724,0.846154,84.61538553237915,26,22,14,10,23,6,0,0,0,0.4117647,69.4,1.2391931,26.0869562625885,23,40,57.499998807907104,0.50793654,1.3650794,3,20,7,0,0,0,21,0,0,29,0.71428573,0.33333334,0.14285715,0,0.5,1,0,0,0,10,0.388889,54,21,38.88888955116272,0.72,72.00000286102295,25,18,9,14,27,8,0,0,0,0.27272728,69,0.98550725,29.629629850387573,13,27,48.148149251937866,0.46296296,1.2592592
100,81,10,36,7,0,0,0,18,0,0,47,1.5,0.3888889,0.5555556,0,0.875,1,0,0,0,12,0.484848,66,32,48.48484992980957,0.794872,79.48718070983887,39,31,11,8,21,5,0,0,0,0.32352942,78.6,1.2722646,23.80952388048172,27,45,60.00000238418579,0.52272725,1.5151515,5,27,6,0,0,0,30,0,0,40,1.1818181,0.2,0.16666667,13,0.54545456,1,0,0,0,13,0.357143,70,25,35.71428656578064,0.772727,77.27272510528564,22,17,13,11,37,14,1,0,0,0.2888889,77.8,1.041131,37.837839126586914,11,33,33.33333432674408,0.45714286,1.1571429
72,74,3,24,10,0,0,0,13,0,0,35,1.6,0.7692308,0.23076923,0,1,1,0,0,0,16,0.40678,59,24,40.67796468734741,0.689655,68.96551847457886,29,20,11,10,14,4,0,0,0,0.31428573,69.6,1.0344828,28.57142984867096,20,45,44.44444477558136,0.44067797,1.220339,9,28,8,0,0,0,20,0,0,46,0.71428573,0.4,0.45,0,0.5714286,1,0,0,0,10,0.397059,68,27,39.70588147640228,0.777778,77.77777910232544,18,14,18,14,26,6,0,0,0,0.4390244,71.2,1.0393258,23.076923191547394,21,42,50,0.44117647,1.0882353
75,58,14,34,6,0,0,0,19,0,0,52,1.6363636,0.31578946,0.7368421,18,0.54545456,1,0,0,0,18,0.397059,68,27,39.70588147640228,0.642857,64.28571343421936,28,18,18,11,25,3,1,0,0,0.4390244,73.2,1.0245903,11.999999731779099,24,43,55.81395626068115,0.41911766,1.1029412,5,27,6,0,0,0,21,0,0,45,0.75,0.2857143,0.23809524,9,0.5,1,0,0,0,9,0.271429,70,19,27.142858505249023,0.809524,80.95238208770752,21,17,18,12,22,3,1,0,0,0.3529412,73.4,0.7901907,13.636364042758942,16,48,33.33333432674408,0.29285714,0.82857144
80,76,5,31,11,0,0,0,17,0,0,42,0.90909094,0.64705884,0.29411766,0,1,1,0,0,0,10,0.343284,67,23,34.32835936546326,0.8125,81.25,32,26,11,11,27,8,0,0,0,0.25,79.8,1.0025063,29.629629850387573,15,40,37.5,0.40298507,1.1940298,9,36,5,0,1,0,28,0,0,60,0.42105263,0.17857143,0.32142857,0,0.2631579,1,0,0,0,8,0.375,80,30,37.5,0.470588,47.05882370471954,17,8,24,19,32,8,0,0,0,0.48,81.8,0.9290953,25,22,48,45.83333432674408,0.425,0.95
85,71,3,16,12,28,2,0,24,0,0,21,2.2222223,0.5,0.125,0,1.3333334,1,0,0,0,20,0.540984,61,33,54.09836173057556,0.642857,64.28571343421936,14,9,5,9,25,10,0,0,0,0.17857143,70.6,1.203966,40.00000059604645,23,36,63.88888955116272,0.6229508,1.3934426,3,25,3,9,0,0,17,0,0,38,0.59090906,0.1764706,0.1764706,0,0.13636364,1,0,0,0,13,0.479167,48,23,47.91666567325592,0.730769,73.07692170143127,26,19,13,22,19,6,0,0,0,0.52,67.4,1.0534124,31.578946113586426,17,29,58.62069129943848,0.5416667,1.4791666
66,63,5,27,9,13,1,0,19,0,0,37,0.54545456,0.47368422,0.2631579,0,0.4090909,1,0,0,0,12,0.423077,52,22,42.307692766189575,0.7,69.9999988079071,20,14,10,22,17,8,0,24,8,0.33333334,72,0.9166667,47.05882370471954,14,35,40.00000059604645,0.5,1.2692307,1,22,14,21,0,0,19,0,0,36,0.6,0.7368421,0.05263158,0,0.93333334,1,0,0,0,9,0.344262,61,21,34.42623019218445,0.625,62.5,24,15,14,15,22,6,0,26,4,0.35,71.6,0.8798883,27.272728085517883,15,39,38.46153914928436,0.39344263,1.0327868
102,77,5,24,12,21,0,0,19,0,0,39,2.6,0.6315789,0.2631579,0,2.4,1,0,0,0,13,0.56338,71,40,56.338030099868774,0.695652,69.5652186870575,23,16,15,5,16,6,0,54,17,0.48387095,70.2,1.4529915,37.5,34,55,61.81818246841431,0.6056338,1.4366198,5,18,3,8,0,0,13,0,0,28,0.8235294,0.23076923,0.3846154,7,0.1764706,1,0,0,0,14,0.457627,59,27,45.76271176338196,0.684211,68.42105388641357,19,13,10,17,19,10,2,30,8,0.3125,75.6,1.0185186,52.63158082962036,17,40,42.500001192092896,0.5423729,1.3050847
98,61,8,24,23,40,0,0,9,0,0,43,1.8888888,2.5555556,0.8888889,0,2.5555556,1,0,0,0,17,0.487805,82,40,48.78048896789551,0.571429,57.14285969734192,14,8,19,9,33,10,0,52,27,0.45238096,77.6,1.2628866,30.30303120613098,30,49,61.22449040412903,0.5487805,1.195122,0,28,2,8,0,0,16,0,0,43,0.4827586,0.125,0,7,0.06896552,1,0,0,0,14,0.377049,61,23,37.704917788505554,0.75,75,8,6,15,29,22,9,2,18,4,0.39473686,80.2,0.76059854,40.909090638160706,14,39,35.89743673801422,0.45081967,1
86,41,2,35,12,31,0,0,12,0,0,48,1.1764706,1,0.16666667,0,0.7058824,1,0,0,0,20,0.483333,60,29,48.33333194255829,0.714286,71.42857313156128,21,15,13,17,26,13,0,30,14,0.41935483,72.4,1.1878452,50,16,34,47.05882370471954,0.59166664,1.4333333,4,21,8,8,0,0,16,0,0,30,0.2857143,0.5,0.25,6,0.3809524,1,0,0,0,6,0.254237,59,15,25.423729419708252,1,100,8,8,9,21,14,3,1,14,4,0.20454545,75.2,0.5452128,21.42857164144516,12,45,26.66666805744171,0.27966103,0.69491524
73,86,2,18,6,19,0,0,16,0,0,27,0.7,0.375,0.125,0,0.3,1,0,0,0,14,0.471698,53,25,47.16981053352356,0.625,62.5,24,15,9,20,19,8,0,28,11,0.32142857,73.6,0.9918479,42.105263471603394,17,34,50,0.5471698,1.3773584,6,25,15,25,1,0,23,0,0,41,0.7368421,0.65217394,0.26086956,0,0.7894737,1,0,0,0,14,0.492308,65,32,49.23076927661896,0.866667,86.66666746139526,15,13,16,19,25,9,0,34,21,0.4848485,74,1.1621622,36.000001430511475,23,40,57.499998807907104,0.56153846,1.323077
70,56,5,20,10,18,0,0,9,0,0,35,2.5,1.1111112,0.5555556,0,1.6666666,1,0,0,0,15,0.405797,69,28,40.57970941066742,0.8,80.0000011920929,15,12,15,6,17,2,0,42,13,0.36585367,66,1.060606,11.764705926179886,26,52,50,0.42028984,1.0144928,6,25,4,6,1,0,16,0,0,45,0.6111111,0.25,0.375,5.5,0.22222222,1,0,0,0,11,0.338462,65,22,33.84615480899811,0.833333,83.33333134651184,6,5,20,18,23,7,2,30,5,0.4651163,67.4,0.8308605,30.434781312942505,15,42,35.71428656578064,0.3923077,0.86153847
61,63,4,21,7,18,1,0,23,0,0,29,0.875,0.3043478,0.17391305,0,0.875,1,0,0,0,7,0.383333,60,23,38.333332538604736,0.705882,70.58823704719543,17,12,8,8,14,3,0,22,12,0.21621622,66.8,0.9131736,21.42857164144516,20,46,43.478259444236755,0.40833333,1.0166667,2,32,3,9,0,0,18,0,0,42,0.39130434,0.16666667,0.11111111,9,0.13043478,1,0,0,0,9,0.456522,46,21,45.652174949645996,0.6,60.00000238418579,20,12,10,23,18,9,1,20,8,0.4,68,0.9264706,50,12,28,42.85714328289032,0.5543478,1.3695652
72,77,5,22,8,17,0,0,12,0,0,27,1.1818181,0.6666667,0.41666666,13,0.72727275,1,0,0,0,13,0.489796,49,24,48.97959232330322,0.727273,72.72727489471436,22,16,5,11,19,8,1,28,7,0.2,64.8,1.111111,42.105263471603394,16,30,53.33333611488342,0.5714286,1.4693878,3,23,9,18,0,0,18,0,0,38,1.2307693,0.5,0.16666667,8,0.6923077,1,0,0,0,16,0.484375,64,31,48.4375,0.545455,54.54545617103577,11,6,15,13,23,9,2,32,9,0.45454547,68.4,1.125731,39.13043439388275,22,41,53.658539056777954,0.5546875,1.203125
103,29,6,36,17,44,0,0,13,0,0,52,1.1818181,1.3076923,0.46153846,0,1.5454545,1,0,0,0,13,0.493827,81,40,49.38271641731262,0.857143,85.71428656578064,14,12,16,11,30,11,0,52,20,0.3902439,81.6,1.262255,36.666667461395264,29,51,56.86274766921997,0.5617284,1.2716049,5,25,6,8,0,0,14,0,0,34,0.12903225,0.42857143,0.35714287,1,0.19354838,1,0,0,0,4,0.192982,57,11,19.298245012760162,0.666667,66.66666865348816,6,4,9,31,23,3,4,14,14,0.19565217,85.4,0.33957845,13.04347813129425,8,34,23.52941185235977,0.21929824,0.50877196
79,61,12,28,13,29,0,0,17,0,0,41,1.1,0.7647059,0.7058824,0,1.3,1,0,0,0,11,0.441176,68,30,44.11764740943909,0.571429,57.14285969734192,21,12,13,10,12,7,0,34,18,0.34210527,73.4,1.0762943,58.33333134651184,23,56,41.07142984867096,0.49264705,1.1617647,5,29,5,14,0,0,14,0,0,45,0.35,0.35714287,0.35714287,2.3333333,0.25,1,0,0,0,7,0.328125,64,21,32.8125,0.75,75,20,15,16,20,17,4,3,34,12,0.37209302,79,0.7721519,23.52941185235977,17,47,36.17021143436432,0.359375,0.953125
59,65,1,21,7,18,1,0,22,0,0,36,0.8,0.3181818,0.045454547,0,0.46666667,1,0,0,0,12,0.4,60,24,40.00000059604645,0.538462,53.84615659713745,13,7,15,15,21,4,0,30,11,0.41666666,65.2,0.904908,19.0476194024086,20,39,51.28205418586731,0.43333334,0.98333335,5,26,7,12,1,0,16,0,0,39,0.42857143,0.4375,0.3125,0,0.5,1,0,0,0,6,0.442308,52,23,44.23076808452606,0.62963,62.962961196899414,27,17,13,14,13,2,0,30,12,0.44827586,63.8,1.0188088,15.384615957736969,21,39,53.84615659713745,0.46153846,1.25
100,58,3,38,8,23,1,0,17,0,0,54,1.1428572,0.47058824,0.1764706,0,0.5714286,1,0,0,0,16,0.470588,68,32,47.05882370471954,0.827586,82.75862336158752,29,24,16,14,20,12,0,36,17,0.44444445,77.6,1.2886598,60.00000238418579,20,48,41.66666567325592,0.5588235,1.4705882,2,24,8,12,2,0,24,0,0,34,0.4117647,0.33333334,0.083333336,7,0.47058824,1,0,0,0,7,0.338462,65,22,33.84615480899811,0.538462,53.84615659713745,13,7,10,17,29,7,1,24,9,0.23255815,78.2,0.741688,24.13793057203293,15,36,41.66666567325592,0.3923077,0.8923077
75,62,4,29,5,16,0,0,8,0,0,36,1,0.625,0.5,11,0.45454547,1,0,0,0,11,0.5,60,30,50,0.583333,58.33333134651184,12,7,7,11,25,8,1,36,10,0.23333333,69.8,1.0744985,31.999999284744263,22,35,62.85714507102966,0.56666666,1.25,4,24,5,13,0,0,13,0,0,32,1.2307693,0.3846154,0.30769232,5.3333335,0.3846154,1,0,0,0,16,0.383333,60,23,38.333332538604736,1,100,7,7,8,13,22,9,3,26,13,0.21621622,70.8,0.8757062,40.909090638160706,14,38,36.84210479259491,0.45833334,1.0333333
63,69,3,20,6,9,0,0,15,0,0,25,1.5,0.4,0.2,0,0.6,1,0,0,0,15,0.48,50,24,47.999998927116394,0.538462,53.84615659713745,13,7,5,10,25,8,0,32,6,0.1923077,60.2,1.0465117,31.999999284744263,16,25,63.999998569488525,0.56,1.26,1,26,5,7,0,0,14,0,0,39,1.1111112,0.35714287,0.071428575,10,0.5555556,1,0,0,0,10,0.473684,57,27,47.36842215061188,0.714286,71.42857313156128,14,10,13,9,10,5,1,32,6,0.43333334,59.6,1.1577182,50,22,47,46.80851101875305,0.51754385,1.2105263
87,59,2,30,9,12,0,0,16,0,0,45,1.7777778,0.5625,0.125,0,1,1,0,0,0,16,0.492308,65,32,49.23076927661896,0.764706,76.47058963775635,17,13,15,9,21,10,0,40,7,0.45454547,65.8,1.3221884,47.61904776096344,22,44,50,0.5692308,1.3384615,3,19,4,14,0,0,14,0,0,33,0.6666667,0.2857143,0.21428572,8,0.33333334,1,0,0,0,8,0.349206,63,22,34.92063581943512,0.684211,68.42105388641357,19,13,14,12,15,2,1,34,4,0.34146342,69.6,0.8477012,13.333334028720856,20,48,41.66666567325592,0.36507937,0.93650794
85,80,4,29,5,15,0,0,13,0,0,38,1.0666667,0.3846154,0.30769232,0,0.33333334,1,0,0,0,16,0.5,52,26,50,0.833333,83.33333134651184,30,25,9,15,21,8,0,0,0,0.34615386,70,1.2142857,38.0952388048172,18,31,58.06451439857483,0.5769231,1.6346154,6,19,10,21,1,0,22,0,0,27,1.5,0.45454547,0.27272728,0,1,1,0,0,0,15,0.492537,67,33,49.25373196601868,0.666667,66.66666865348816,12,8,8,10,20,6,0,0,0,0.23529412,73.8,1.0840108,30.000001192092896,27,47,57.446807622909546,0.53731346,1.1940298
84,56,5,29,7,21,0,0,12,0,0,45,0.90909094,0.5833333,0.41666666,10,0.6363636,1,0,0,0,10,0.46875,64,30,46.875,0.764706,76.47058963775635,17,13,16,11,23,11,1,32,8,0.47058824,66.8,1.257485,47.826087474823,19,41,46.341463923454285,0.5546875,1.3125,7,20,1,9,0,0,14,0,0,31,0.4,0.071428575,0.5,6,0.06666667,1,0,0,0,6,0.354839,62,22,35.48386991024017,0.857143,85.71428656578064,7,6,11,15,26,6,1,32,5,0.275,69.8,0.8022922,23.076923191547394,16,36,44.44444477558136,0.4032258,0.9032258
76,83,2,23,10,22,0,0,14,0,0,30,0.7777778,0.71428573,0.14285715,14,0.5555556,1,0,0,0,14,0.461538,52,24,46.15384638309479,0.6,60.00000238418579,30,18,7,18,25,10,1,22,16,0.25,76,1,40.00000059604645,14,27,51.851850748062134,0.5576923,1.4615384,2,27,11,25,1,0,23,0,0,36,0.5,0.47826087,0.08695652,0,0.6111111,1,0,0,0,9,0.454545,55,25,45.45454680919647,0.875,87.5,24,21,9,18,24,12,0,12,11,0.3,73.6,1.1277174,50,13,31,41.93548262119293,0.56363636,1.5090909
