homePoints,awayPoints,homeBlocks,homeDefensiveRebounds,homeSteals,homeTurnoverPoints,homeDisqualifications,homeFlagrantFouls,homeFouls,homeEjections,homeTechnicalFouls,homeRebounds,homeAssistTurnoverRatio,homeStealFoulRatio,homeBlockFoulRatio,homeTeamAssistTurnoverRatio,homeStealTurnoverRatio,homeGamesPlayed,homeGamesStarted,homeDoubleDouble,homeTripleDouble,homeAssists,homeFieldGoals,homeFieldGoalsAttempted,homeFieldGoalsMade,homeFieldGoalPct,homeFreeThrows,homeFreeThrowPct,homeFreeThrowsAttempted,homeFreeThrowsMade,homeOffensiveRebounds,homeTurnovers,homeThreePointFieldGoalsAttempted,homeThreePointFieldGoalsMade,homeTeamTurnovers,homePointsInPaint,homeFastBreakPoints,homeOffensiveReboundPct,homeEstimatedPossessions,homePointsPerEstimatedPossessions,homeThreePointFieldGoalPct,homeTwoPointFieldGoalsMade,homeTwoPointFieldGoalsAttempted,homeTwoPointFieldGoalPct,homeShootingEfficiency,homeScoringEfficiency,awayBlocks,awayDefensiveRebounds,awaySteals,awayTurnoverPoints,awayDisqualifications,awayFlagrantFouls,awayFouls,awayEjections,awayTechnicalFouls,awayRebounds,awayAssistTurnoverRatio,awayStealFoulRatio,awayBlockFoulRatio,awayTeamAssistTurnoverRatio,awayStealTurnoverRatio,awayGamesPlayed,awayGamesStarted,awayDoubleDouble,awayTripleDouble,awayAssists,awayFieldGoals,awayFieldGoalsAttempted,awayFieldGoalsMade,awayFieldGoalPct,awayFreeThrows,awayFreeThrowPct,awayFreeThrowsAttempted,awayFreeThrowsMade,awayOffensiveRebounds,awayTurnovers,awayThreePointFieldGoalsAttempted,awayThreePointFieldGoalsMade,awayTeamTurnovers,awayPointsInPaint,awayFastBreakPoints,awayOffensiveReboundPct,awayEstimatedPossessions,awayPointsPerEstimatedPossessions,awayThreePointFieldGoalPct,awayTwoPointFieldGoalsMade,awayTwoPointFieldGoalsAttempted,awayTwoPointFieldGoalPct,awayShootingEfficiency,awayScoringEfficiency
71,46,1,28,6,12,0,0,22,0,0,32,2.2222223,0.27272728,0.045454547,6.6666665,0.6666667,1,0,0,0,20,0.530612,49,26,53.06122303009033,0.666667,66.66666865348816,9,6,4,9,29,13,3,16,3,0.17391305,60.6,1.1716172,44.82758641242981,13,20,64.99999761581421,0.6632653,1.4489796,0,21,1,1,0,0,11,0,0,32,0.8,0.09090909,0,0,0.1,1,0,0,0,8,0.276596,47,13,27.659574151039124,0.608696,60.86956262588501,23,14,11,10,27,6,0,14,4,0.32352942,55.2,0.8333333,22.22222238779068,7,20,34.99999940395355,0.34042552,0.9787234
77,63,2,19,4,16,1,0,21,0,0,26,0.6923077,0.1904762,0.0952381,9,0.30769232,1,0,0,0,9,0.511111,45,23,51.11111402511597,0.666667,66.66666865348816,30,20,7,13,23,11,1,18,8,0.3181818,64,1.203125,47.826087474823,12,22,54.54545617103577,0.6333333,1.7111111,0,16,6,12,3,0,29,0,0,24,0.53846157,0.20689656,0,7,0.46153846,1,0,0,0,7,0.34,50,17,34.00000035762787,0.888889,88.88888955116272,27,24,8,13,24,5,1,20,11,0.24242425,66.8,0.94311374,20.83333283662796,12,26,46.15384638309479,0.39,1.26
58,72,5,19,12,13,1,0,19,0,0,29,1.4,0.6315789,0.2631579,0,1.2,1,0,0,0,14,0.380952,63,24,38.0952388048172,0.8,80.0000011920929,5,4,10,10,23,6,0,0,0,0.25641027,65,0.8923077,26.0869562625885,18,40,44.999998807907104,0.42857143,0.9206349,6,30,3,7,0,0,15,0,0,47,0.6315789,0.2,0.4,6,0.15789473,1,0,0,0,12,0.440678,59,26,44.06779706478119,0.6,60.00000238418579,10,6,17,19,28,14,2,0,0,0.5151515,67,1.0746269,50,12,31,38.70967626571655,0.55932206,1.220339
71,61,5,32,2,14,1,0,17,0,0,43,0.5,0.11764706,0.29411766,0,0.14285715,1,0,0,0,7,0.489362,47,23,48.93617033958435,0.560976,56.09756112098694,41,23,11,14,11,2,0,0,0,0.45833334,66.4,1.069277,18.18181872367859,21,36,58.33333134651184,0.5106383,1.5106384,0,21,9,17,4,0,34,0,0,28,0.41666666,0.2647059,0,5,0.75,1,0,0,0,5,0.295082,61,18,29.50819730758667,0.833333,83.33333134651184,24,20,7,12,32,5,1,20,9,0.1627907,76.6,0.79634464,15.625,13,29,44.82758641242981,0.33606556,1
68,57,5,26,1,15,1,0,15,0,0,34,1.0833334,0.06666667,0.33333334,0,0.083333336,1,0,0,0,13,0.425926,54,23,42.592594027519226,0.72,72.00000286102295,25,18,8,12,25,4,0,38,8,0.2580645,68,1,15.999999642372131,19,29,65.51724076271057,0.46296296,1.2592592,0,23,7,14,1,0,20,0,0,33,0.8666667,0.35,0,13,0.46666667,1,0,0,0,13,0.333333,60,20,33.33333432674408,0.625,62.5,8,5,10,15,32,12,1,16,2,0.25,69.2,0.8236995,37.5,8,28,28.57142984867096,0.43333334,0.95
79,64,6,32,3,10,0,0,17,0,0,44,0.93333334,0.1764706,0.3529412,7,0.2,1,0,0,0,14,0.4,60,24,40.00000059604645,0.666667,66.66666865348816,36,24,12,15,28,7,2,26,5,0.33333334,79.4,0.9949622,25,17,32,53.125,0.45833334,1.3166667,3,22,4,20,2,0,29,0,0,33,0.6,0.13793103,0.10344828,0,0.4,1,0,0,0,6,0.319444,72,23,31.94444477558136,0.857143,85.71428656578064,14,12,11,10,32,6,0,26,12,0.2244898,76.6,0.8355092,18.75,17,40,42.500001192092896,0.3611111,0.8888889
69,77,2,22,11,13,0,0,18,0,0,35,1.4,0.6111111,0.11111111,0,1.1,1,0,0,0,14,0.405405,74,30,40.54054021835327,0.75,75,4,3,13,10,27,6,0,0,0,0.29545453,72.6,0.9504132,22.22222238779068,24,47,51.06382966041565,0.44594595,0.9324324,6,32,6,15,0,0,12,0,0,40,0.5,0.5,0.5,0,0.33333334,1,0,0,0,9,0.518519,54,28,51.851850748062134,0.722222,72.22222089767456,18,13,8,18,15,8,0,0,0,0.30769232,71.2,1.0814607,53.33333611488342,20,39,51.28205418586731,0.5925926,1.425926
86,61,9,27,11,29,0,0,16,0,0,37,1.1666666,0.6875,0.5625,0,0.9166667,1,0,0,0,14,0.455882,68,31,45.588234066963196,0.823529,82.35294222831726,17,14,10,12,28,10,0,34,18,0.27027026,76.8,1.1197916,35.71428656578064,21,40,52.49999761581421,0.5294118,1.2647059,5,29,7,15,0,0,20,0,0,43,0.5652174,0.35,0.25,13,0.3043478,1,0,0,0,13,0.354839,62,22,35.48386991024017,0.705882,70.58823704719543,17,12,14,23,12,5,1,28,10,0.35,78.8,0.7741116,41.66666567325592,17,50,34.00000035762787,0.3951613,0.983871
99,92,5,18,7,24,1,0,20,0,0,25,1.5,0.35,0.25,0,0.7,1,0,0,0,15,0.530303,66,35,53.03030014038086,0.73913,73.9130437374115,23,17,7,10,23,12,0,0,0,0.22580644,78.2,1.2659847,52.173912525177,23,43,53.48837375640869,0.6212121,1.5,0,25,4,12,1,0,24,0,0,42,0.9411765,0.16666667,0,0,0.23529412,1,0,0,0,16,0.492308,65,32,49.23076927661896,0.869565,86.95651888847351,23,20,17,17,26,8,0,0,0,0.5151515,74.2,1.2398922,30.769231915473938,24,39,61.538463830947876,0.5538462,1.4153847
88,63,10,34,9,14,0,0,15,0,0,39,1.0666667,0.6,0.6666667,0,0.6,1,0,0,0,16,0.596491,57,34,59.64912176132202,0.6875,68.75,16,11,5,15,19,9,0,0,0,0.2173913,73.4,1.19891,47.36842215061188,25,38,65.78947305679321,0.6754386,1.5438596,6,21,9,13,0,0,17,0,0,30,0.8666667,0.5294118,0.3529412,0,0.6,1,0,0,0,13,0.375,64,24,37.5,0.666667,66.66666865348816,12,8,9,15,17,7,0,0,0,0.225,74.8,0.84224594,41.17647111415863,17,47,36.17021143436432,0.4296875,0.984375
72,90,5,19,4,18,0,0,17,0,0,32,1.7142857,0.23529412,0.29411766,0,0.5714286,1,0,0,0,12,0.376812,69,26,37.68115937709808,0.75,75,20,15,13,7,26,5,0,28,11,0.30232558,71,1.0140845,19.23076957464218,21,43,48.83720874786377,0.41304347,1.0434783,4,33,3,9,0,0,18,0,0,48,1.0833334,0.16666667,0.22222222,13,0.25,1,0,0,0,13,0.5,64,32,50,0.772727,77.27272510528564,22,17,15,12,26,9,1,42,18,0.46875,70.8,1.2711864,34.61538553237915,23,38,60.52631735801697,0.5703125,1.40625
69,77,6,28,5,12,1,0,22,0,0,41,0.875,0.22727273,0.27272728,14,0.3125,1,0,0,0,14,0.396552,58,23,39.65517282485962,0.730769,73.07692170143127,26,19,13,16,18,4,1,36,21,0.37142858,72.4,0.95303863,22.22222238779068,19,40,47.49999940395355,0.43103448,1.1896552,6,26,5,24,1,0,23,0,0,34,0.8888889,0.2173913,0.26086956,0,0.5555556,1,0,0,0,8,0.431034,58,25,43.10344755649567,0.758621,75.86206793785095,29,22,8,9,13,5,0,36,13,0.24242425,70.6,1.0906516,38.46153914928436,20,45,44.44444477558136,0.47413793,1.3275862
87,67,8,35,3,11,0,0,14,0,0,48,2.5,0.21428572,0.5714286,0,0.5,1,0,0,0,15,0.435484,62,27,43.54838728904724,0.83871,83.87096524238586,31,26,13,6,23,7,0,30,11,0.37142858,67.4,1.2908012,30.434781312942505,20,39,51.28205418586731,0.4919355,1.4032258,2,24,4,9,0,0,18,0,0,32,1.875,0.22222222,0.11111111,0,0.5,1,0,0,0,15,0.390625,64,25,39.0625,0.588235,58.82353186607361,17,10,8,8,19,7,0,30,8,0.20512821,70.8,0.9463276,36.84210479259491,18,45,40.00000059604645,0.4453125,1.046875
68,54,9,34,7,7,0,0,12,0,0,49,2.3333333,0.5833333,0.75,0,1.1666666,1,0,0,0,14,0.347826,69,24,34.78260934352875,0.705882,70.58823704719543,17,12,15,6,35,8,0,28,9,0.33333334,66.8,1.017964,22.857142984867096,16,34,47.05882370471954,0.4057971,0.98550725,3,32,4,5,0,0,18,0,0,43,0.9166667,0.22222222,0.16666667,0,0.33333334,1,0,0,0,11,0.31746,63,20,31.74603283405304,0.818182,81.81818127632141,11,9,11,12,23,5,0,28,11,0.25581396,68.4,0.78947365,21.739129722118378,15,40,37.5,0.35714287,0.85714287
79,70,5,29,6,23,0,0,16,0,0,43,1.2,0.375,0.3125,0,0.4,1,0,0,0,18,0.42623,61,26,42.62295067310333,0.75,75,28,21,14,15,23,6,0,0,0,0.4,73.2,1.0792351,26.0869562625885,20,38,52.63158082962036,0.47540984,1.295082,2,24,8,20,0,0,22,0,0,39,0.7647059,0.36363637,0.09090909,6.5,0.47058824,1,0,0,0,13,0.359375,64,23,35.9375,0.714286,71.42857313156128,21,15,15,17,26,9,2,0,0,0.36585367,76.4,0.9162303,34.61538553237915,14,38,36.84210479259491,0.4296875,1.09375
87,90,3,25,5,16,1,0,19,0,0,35,1.117647,0.2631579,0.15789473,19,0.29411766,1,0,0,0,19,0.446154,65,29,44.6153849363327,0.705882,70.58823704719543,17,12,10,17,34,17,1,20,2,0.2777778,79.8,1.0902256,50,12,31,38.70967626571655,0.5769231,1.3384615,0,27,10,13,1,0,16,0,0,31,1.0769231,0.625,0,0,0.7692308,1,0,0,0,14,0.55,60,33,55.000001192092896,0.8,80.0000011920929,25,20,4,13,16,4,0,54,23,0.14814815,79,1.1392405,25,29,44,65.90909361839294,0.5833333,1.5
85,56,1,36,9,22,0,0,18,0,0,48,1.3333334,0.5,0.055555556,0,0.75,1,0,0,0,16,0.451613,62,28,45.16128897666931,0.793103,79.31034564971924,29,23,12,12,21,6,0,0,0,0.3529412,73.6,1.1548914,28.57142984867096,22,41,53.658539056777954,0.5,1.3709677,1,27,4,11,0,0,21,0,0,30,0.6,0.1904762,0.04761905,0,0.26666668,1,0,0,0,9,0.345455,55,19,34.54545438289642,0.647059,64.70588445663452,17,11,3,15,31,7,0,0,0,0.083333336,73.8,0.75880754,22.580644488334656,12,24,50,0.4090909,1.0181818
93,91,2,27,1,11,1,0,16,0,0,34,0.84615386,0.0625,0.125,0,0.07692308,1,0,0,0,11,0.58,50,29,57.999998331069946,0.771429,77.14285850524902,35,27,7,13,19,8,0,40,5,0.33333334,70,1.3285714,42.105263471603394,21,31,67.7419364452362,0.66,1.86,3,18,8,19,1,0,24,0,0,23,1.7142857,0.33333334,0.125,0,1.1428572,1,0,0,0,12,0.537313,67,36,53.731346130371094,0.818182,81.81818127632141,11,9,5,7,26,10,0,38,4,0.16129032,73.4,1.239782,38.46153914928436,26,41,63.41463327407837,0.6119403,1.358209
60,65,4,21,6,5,1,0,18,0,0,31,0.7,0.33333334,0.22222222,7,0.6,1,0,0,0,7,0.363636,55,20,36.36363744735718,0.882353,88.23529481887817,17,15,10,10,24,5,1,22,13,0.2857143,62.8,0.955414,20.83333283662796,15,31,48.38709533214569,0.4090909,1.0909091,1,25,7,15,0,0,17,0,0,32,0.8333333,0.4117647,0.05882353,0,0.5833333,1,0,0,0,10,0.478261,46,22,47.826087474823,0.636364,63.63636255264282,22,14,7,12,13,7,0,24,2,0.29166666,59.8,1.0869565,53.84615659713745,15,33,45.45454680919647,0.5543478,1.4130435
78,46,2,33,10,15,0,0,11,0,0,45,1.3846154,0.90909094,0.18181819,18,0.7692308,1,0,0,0,18,0.449275,69,31,44.92753744125366,1,100,9,9,12,13,26,7,1,0,0,0.31578946,74.6,1.0455765,26.923078298568726,24,43,55.81395626068115,0.5,1.1304348,2,26,6,7,0,0,14,0,0,34,0.4,0.42857143,0.14285715,4,0.3,1,0,0,0,8,0.322034,59,19,32.20339119434357,0.833333,83.33333134651184,6,5,8,20,20,3,2,0,0,0.2,75.4,0.6100796,15.000000596046448,16,39,41.025641560554504,0.34745762,0.779661
77,91,2,21,3,12,1,0,18,0,0,28,1.2727273,0.16666667,0.11111111,7,0.27272728,1,0,0,0,14,0.45614,57,26,45.614033937454224,0.75,75,24,18,7,11,21,7,2,36,11,0.22580644,72.6,1.0606061,33.33333432674408,19,36,52.77777910232544,0.51754385,1.3508772,7,26,5,13,1,0,25,0,0,30,0.75,0.2,0.28,0,0.41666666,1,0,0,0,9,0.589286,56,33,58.92857313156128,0.809524,80.95238208770752,21,17,4,12,16,8,0,40,10,0.17391305,72.4,1.256906,50,25,40,62.5,0.66071427,1.625
85,77,8,27,7,18,0,0,19,0,0,38,1.1538461,0.36842105,0.42105263,15,0.53846157,1,0,0,0,15,0.47619,63,30,47.61904776096344,0.888889,88.88888955116272,18,16,11,13,21,9,1,38,16,0.33333334,73.2,1.1612022,42.85714328289032,21,42,50,0.54761904,1.3492063,3,23,5,15,0,0,16,0,0,37,1.3076923,0.3125,0.1875,0,0.3846154,1,0,0,0,17,0.38806,67,26,38.805970549583435,0.789474,78.94737124443054,19,15,14,13,25,10,0,32,13,0.34146342,73.6,1.0461956,40.00000059604645,16,42,38.0952388048172,0.46268657,1.1492537
77,67,3,25,6,20,0,0,16,0,0,36,1.1,0.375,0.1875,5.5,0.6,1,0,0,0,11,0.433333,60,26,43.33333373069763,0.684211,68.42105388641357,19,13,11,10,32,12,2,24,8,0.32352942,68.6,1.122449,37.5,14,28,50,0.53333336,1.2833333,1,26,2,4,1,0,19,0,0,34,0.8125,0.10526316,0.05263158,6.5,0.125,1,0,0,0,13,0.482143,56,27,48.21428656578064,0.5,50,10,5,8,16,21,8,2,30,9,0.27586207,70,0.95714283,38.0952388048172,19,35,54.28571701049805,0.5535714,1.1964285
87,62,4,34,6,25,0,0,14,0,0,42,1.2666667,0.42857143,0.2857143,0,0.4,1,0,0,0,19,0.5,62,31,50,0.631579,63.15789222717285,19,12,8,15,26,13,0,22,10,0.2580645,76.6,1.1357702,50,18,36,50,0.6048387,1.4032258,5,25,8,10,1,0,15,0,0,27,0.3888889,0.53333336,0.33333334,7,0.44444445,1,0,0,0,7,0.385965,57,22,38.596490025520325,0.909091,90.90909361839294,11,10,2,18,25,8,1,14,7,0.057142857,78.4,0.7908163,31.999999284744263,14,32,43.75,0.45614034,1.0877193
67,82,2,14,5,0,0,0,19,0,0,23,1.6363636,0.2631579,0.10526316,0,0.45454547,1,0,0,0,18,0.454545,55,25,45.45454680919647,0.5625,56.25,16,9,9,11,24,8,0,0,0,0.3,63.4,1.0567824,33.33333432674408,17,31,54.83871102333069,0.5272727,1.2181818,3,25,7,0,2,0,17,0,0,32,0.93333334,0.4117647,0.1764706,14,0.46666667,1,0,0,0,14,0.586957,46,27,58.69565010070801,0.842105,84.21052694320679,19,16,7,15,23,12,1,0,0,0.36842105,62.6,1.3099042,52.173912525177,15,23,65.21739363670349,0.7173913,1.7826087
79,72,6,24,12,12,0,0,16,0,0,32,1,0.75,0.375,13,0.9230769,1,0,0,0,13,0.483333,60,29,48.33333194255829,0.625,62.5,24,15,8,13,15,6,1,0,0,0.2580645,75.6,1.0449736,40.00000059604645,23,45,51.11111402511597,0.53333336,1.3166667,3,26,8,13,0,0,20,0,0,41,0.4117647,0.4,0.15,0,0.47058824,1,0,0,0,7,0.387097,62,24,38.70967626571655,0.863636,86.36363744735718,22,19,15,17,15,5,0,0,0,0.39473686,72.8,0.98901093,33.33333432674408,19,47,40.425533056259155,0.42741936,1.1612903
50,73,3,28,3,7,0,0,19,0,0,43,0.35714287,0.15789473,0.15789473,5,0.21428572,1,0,0,0,5,0.283333,60,17,28.333333134651184,0.705882,70.58823704719543,17,12,15,14,21,4,1,24,2,0.3488372,66.8,0.74850297,19.0476194024086,13,39,33.33333432674408,0.31666666,0.8333333,4,31,6,15,0,0,13,0,0,40,2,0.46153846,0.30769232,0,0.75,1,0,0,0,16,0.385965,57,22,38.596490025520325,0.863636,86.36363744735718,22,19,9,8,31,10,0,20,8,0.25714287,64.8,1.1265432,32.258063554763794,12,26,46.15384638309479,0.47368422,1.2807018
98,60,1,32,11,22,0,0,17,0,0,45,5.3333335,0.64705884,0.05882353,0,3.6666667,1,0,0,0,16,0.465753,73,34,46.5753436088562,0.72,72.00000286102295,25,18,13,3,29,12,0,32,18,0.33333334,73,1.3424658,41.37931168079376,22,44,50,0.5479452,1.3424658,0,27,1,0,0,0,20,0,0,39,0.64705884,0.05,0,0,0.05882353,1,0,0,0,11,0.370968,62,23,37.09677457809448,0.473684,47.36842215061188,19,9,12,17,18,5,0,30,5,0.30769232,74.6,0.8042896,27.77777910232544,18,44,40.909090638160706,0.41129032,0.9677419
77,66,2,27,9,14,0,0,14,0,0,37,1,0.64285713,0.14285715,12,0.75,1,0,0,0,12,0.517857,56,29,51.78571343421936,0.608696,60.86956262588501,23,14,10,12,18,5,1,40,16,0.37037036,68.2,1.1290323,27.77777910232544,24,38,63.15789222717285,0.5625,1.375,1,23,8,18,0,0,23,0,0,29,1,0.3478261,0.04347826,14,0.5714286,1,0,0,0,14,0.425926,54,23,42.592594027519226,0.764706,76.47058963775635,17,13,6,14,26,7,1,30,6,0.19354838,69.8,0.9455587,26.923078298568726,16,28,57.14285969734192,0.49074075,1.2222222
60,59,5,29,6,8,0,0,16,0,0,43,0.8,0.375,0.3125,12,0.4,1,0,0,0,12,0.383333,60,23,38.333332538604736,0.8,80.0000011920929,10,8,14,15,19,6,1,28,7,0.3783784,66,0.90909094,31.578946113586426,17,41,41.46341383457184,0.43333334,1,3,24,8,19,0,0,14,0,0,35,0.72727275,0.5714286,0.21428572,0,0.72727275,1,0,0,0,8,0.372881,59,22,37.288135290145874,0.529412,52.941179275512695,17,9,11,11,14,6,0,22,3,0.2972973,65.8,0.8966565,42.85714328289032,16,45,35.555556416511536,0.42372882,1
89,61,4,24,12,30,0,0,15,0,0,29,2.3,0.8,0.26666668,23,1.2,1,0,0,0,23,0.516667,60,31,51.66666507720947,0.9,89.99999761581421,10,9,5,10,31,18,1,24,5,0.1724138,70,1.2714286,58.06451439857483,13,29,44.82758641242981,0.6666667,1.4833333,2,25,4,9,0,0,9,0,0,39,0.7368421,0.44444445,0.22222222,0,0.21052632,1,0,0,0,14,0.393443,61,24,39.34426307678223,0.7,69.9999988079071,10,7,14,19,22,6,0,24,6,0.3783784,70,0.87142855,27.272728085517883,18,39,46.15384638309479,0.44262296,1
69,79,1,22,5,18,0,0,14,0,0,27,1.125,0.35714287,0.071428575,18,0.3125,1,0,0,0,18,0.509804,51,26,50.98039507865906,0.692308,69.2307710647583,13,9,5,16,21,8,1,28,8,0.2,68.2,1.0117302,38.0952388048172,18,30,60.00000238418579,0.5882353,1.3529412,1,22,6,20,1,0,18,0,0,29,1.5833334,0.33333334,0.055555556,0,0.5,1,0,0,0,19,0.557377,61,34,55.737704038619995,0.375,37.5,8,3,7,12,22,8,0,42,5,0.25925925,69.2,1.1416185,36.36363744735718,26,39,66.66666865348816,0.6229508,1.295082
69,73,1,26,8,18,0,0,21,0,0,31,0.8333333,0.3809524,0.04761905,10,0.6666667,1,0,0,0,10,0.428571,63,27,42.85714328289032,0.636364,63.63636255264282,11,7,5,12,26,8,1,32,12,0.1388889,75.4,0.91511935,30.769231915473938,19,37,51.35135054588318,0.4920635,1.0952381,0,32,6,13,1,0,16,0,0,48,0.5,0.375,0,0,0.375,1,0,0,0,8,0.416667,60,25,41.66666567325592,0.62963,62.962961196899414,27,17,16,16,12,6,0,26,12,0.45714286,70.8,1.0310735,50,19,48,39.58333432674408,0.46666667,1.2166667
74,93,2,22,7,8,0,0,17,0,0,31,0.6818182,0.4117647,0.11764706,0,0.3181818,1,0,0,0,15,0.54902,51,28,54.90196347236633,0.48,47.999998927116394,25,12,9,22,14,6,0,42,12,0.39130434,74,1,42.85714328289032,22,37,59.45945978164673,0.60784316,1.4509804,3,23,14,34,0,0,17,0,0,36,1.1666666,0.8235294,0.1764706,14,1.1666666,1,0,0,0,14,0.492958,71,35,49.295774102211,0.733333,73.33333492279053,15,11,13,12,30,12,1,40,10,0.3611111,77,1.2077922,40.00000059604645,23,41,56.09756112098694,0.57746476,1.3098592
66,81,1,30,3,11,0,0,18,0,0,42,1.2,0.16666667,0.055555556,12,0.3,1,0,0,0,12,0.347222,72,25,34.72222089767456,0.444444,44.44444477558136,9,4,12,10,32,12,1,20,8,0.25531915,74.6,0.88471854,37.5,13,40,32.499998807907104,0.43055555,0.9166667,5,37,8,9,0,0,15,0,0,47,2.1111112,0.53333336,0.33333334,19,0.8888889,1,0,0,0,19,0.478873,71,34,47.887325286865234,0.666667,66.66666865348816,12,8,10,9,24,5,1,56,16,0.27027026,75.8,1.0686015,20.83333283662796,29,47,61.702126264572144,0.5140845,1.1408451
88,75,4,24,10,22,0,0,19,0,0,32,1.6153846,0.5263158,0.21052632,0,0.7692308,1,0,0,0,21,0.519231,52,27,51.923078298568726,0.833333,83.33333134651184,24,20,8,13,32,14,0,24,26,0.32,66.6,1.3213214,43.75,13,20,64.99999761581421,0.65384614,1.6923077,1,21,7,17,0,0,21,0,0,36,0.78571427,0.33333334,0.04761905,5.5,0.5,1,0,0,0,11,0.428571,63,27,42.85714328289032,0.6,60.00000238418579,15,9,15,14,26,12,2,0,0,0.41666666,70,1.0714285,46.15384638309479,15,37,40.54054021835327,0.52380955,1.1904762
59,84,1,13,11,14,0,0,17,0,0,26,0.65217394,0.64705884,0.05882353,0,0.47826087,1,0,0,0,15,0.421053,57,24,42.105263471603394,0.428571,42.85714328289032,7,3,13,23,24,8,0,20,5,0.3939394,69.8,0.8452722,33.33333432674408,16,33,48.48484992980957,0.49122807,1.0350877,5,22,9,30,0,0,13,0,0,29,1.1111112,0.6923077,0.3846154,0,0.5,1,0,0,0,20,0.62963,54,34,62.962961196899414,0.8,80.0000011920929,10,8,7,18,19,8,0,40,9,0.35,69,1.2173913,42.105263471603394,26,35,74.28571581840515,0.7037037,1.5555556
69,76,1,28,8,19,0,0,24,0,0,45,0.5,0.33333334,0.041666668,0,0.44444445,1,0,0,0,9,0.394366,71,28,39.436620473861694,0.466667,46.666666865348816,15,7,17,18,35,6,0,0,0,0.39534885,78,0.88461536,17.142857611179352,22,36,61.11111044883728,0.43661973,0.97183096,1,32,12,21,0,0,17,0,0,40,0.6666667,0.7058824,0.05882353,10,0.8,1,0,0,0,10,0.473684,57,27,47.36842215061188,0.5625,56.25,32,18,8,15,20,4,1,0,0,0.26666668,77.8,0.97686374,20.000000298023224,23,37,62.162160873413086,0.50877196,1.3333334
85,90,6,32,1,12,1,0,22,0,0,43,2.2,0.045454547,0.27272728,0,0.1,1,0,0,0,22,0.42029,69,29,42.02898442745209,0.928571,92.85714030265808,14,13,11,10,32,14,0,0,0,0.275,73.6,1.1548914,43.75,15,37,40.54054021835327,0.5217391,1.231884,3,29,3,15,0,0,17,0,0,39,1.25,0.1764706,0.1764706,0,0.25,1,0,0,0,15,0.453125,64,29,45.3125,0.714286,71.42857313156128,28,20,10,12,31,12,0,0,0,0.2857143,77.2,1.1658032,38.70967626571655,17,33,51.51515007019043,0.546875,1.40625
107,48,7,36,13,26,0,0,12,0,0,63,2.142857,1.0833334,0.5833333,0,0.9285714,1,0,0,0,30,0.518072,83,43,51.807230710983276,0.666667,66.66666865348816,12,8,27,14,32,13,0,56,34,0.675,74.8,1.4304812,40.625,30,51,58.82353186607361,0.59638554,1.2891567,5,15,7,19,0,0,12,0,0,24,0.52380955,0.5833333,0.41666666,5.5,0.33333334,1,0,0,0,11,0.278689,61,17,27.868852019309998,0.5,50,8,4,9,21,31,10,2,12,4,0.20454545,78.2,0.6138108,32.258063554763794,7,30,23.333333432674408,0.36065573,0.78688526
78,68,3,35,6,18,0,0,17,0,0,50,1.3076923,0.3529412,0.1764706,0,0.46153846,1,0,0,0,17,0.432836,67,29,43.28358173370361,0.636364,63.63636255264282,22,14,15,13,25,6,0,40,22,0.39473686,73.8,1.0569105,23.999999463558197,23,42,54.76190447807312,0.47761193,1.1641791,9,27,7,10,0,0,24,0,0,41,1.0833334,0.29166666,0.375,0,0.5833333,1,0,0,0,13,0.386667,75,29,38.66666555404663,0.444444,44.44444477558136,9,4,14,12,32,6,0,36,8,0.3043478,76.6,0.88772845,18.75,23,43,53.48837375640869,0.42666668,0.9066667
85,74,6,32,6,8,0,0,19,0,0,38,1.1428572,0.31578946,0.31578946,0,0.42857143,1,0,0,0,16,0.490909,55,27,49.09090995788574,0.761905,76.1904776096344,21,16,6,14,34,15,0,20,7,0.21428572,71.4,1.1904762,44.11764740943909,12,21,57.14285969734192,0.6272727,1.5454545,1,26,9,20,1,0,22,0,0,39,1.4444444,0.4090909,0.045454547,0,1,1,0,0,0,13,0.378788,66,25,37.87878751754761,0.714286,71.42857313156128,21,15,13,9,32,9,0,26,8,0.31707317,70.4,1.0511364,28.125,16,34,47.05882370471954,0.4469697,1.1212121
92,77,2,36,3,11,0,0,16,0,0,46,2,0.1875,0.125,26,0.23076923,1,0,0,0,26,0.507937,63,32,50.79365372657776,0.647059,64.70588445663452,17,11,10,13,36,17,1,28,22,0.32258064,73.8,1.2466124,47.22222089767456,15,27,55.55555820465088,0.64285713,1.4603175,2,24,7,9,0,0,18,0,0,35,1.75,0.3888889,0.11111111,0,0.875,1,0,0,0,14,0.385714,70,27,38.57142925262451,0.65,64.99999761581421,20,13,11,8,35,10,0,28,5,0.25581396,75,1.0266666,28.57142984867096,17,35,48.571428656578064,0.45714286,1.1
93,80,7,29,4,12,1,0,21,0,0,39,1.4705882,0.1904762,0.33333334,0,0.23529412,1,0,0,0,25,0.540984,61,33,54.09836173057556,0.611111,61.11111044883728,18,11,10,17,35,16,0,0,0,0.35714287,75.2,1.2367022,45.71428596973419,17,26,65.38461446762085,0.6721311,1.5245901,2,21,11,16,0,0,17,0,0,37,1.3636364,0.64705884,0.11764706,0,1,1,0,0,0,15,0.4,70,28,40.00000059604645,0.791667,79.16666865348816,24,19,16,11,17,5,0,0,0,0.3809524,74.6,1.072386,29.411765933036804,23,53,43.396225571632385,0.43571427,1.1428572
